ts,iso_time,dataset,instrument_id,bar,open,high,low,close,volume_contracts,volume_base,volume_quote
1774982760000,2026-03-31T18:46:00Z,candles,BTC-USDT-SWAP,1m,67833.8,67917,67810,67893.9,6145.25,61.4525,4171101.14762
1774982820000,2026-03-31T18:47:00Z,candles,BTC-USDT-SWAP,1m,67893.9,67906.3,67876.4,67886.2,3231.58,32.3158,2194135.7462
1774982880000,2026-03-31T18:48:00Z,candles,BTC-USDT-SWAP,1m,67886.2,67886.2,67818.6,67835.1,5589.31,55.8931,3791737.71172
1774982940000,2026-03-31T18:49:00Z,candles,BTC-USDT-SWAP,1m,67835.1,67850,67792.5,67821.3,4997.94,49.9794,3390134.50772
1774983000000,2026-03-31T18:50:00Z,candles,BTC-USDT-SWAP,1m,67821.3,67864.4,67811.3,67823,1672.4,16.724,1134447.18646
1774983060000,2026-03-31T18:51:00Z,candles,BTC-USDT-SWAP,1m,67823,67844.2,67811.9,67817.7,788.25,7.8825,534655.56699
1774983120000,2026-03-31T18:52:00Z,candles,BTC-USDT-SWAP,1m,67817.8,67817.8,67776.6,67776.6,1948.1,19.481,1320730.71826
1774983180000,2026-03-31T18:53:00Z,candles,BTC-USDT-SWAP,1m,67776.6,67812.5,67745.5,67787.1,1785.11,17.8511,1209866.57108
1774983240000,2026-03-31T18:54:00Z,candles,BTC-USDT-SWAP,1m,67787.2,67810.7,67760,67761.9,1062.64,10.6264,720327.2187
1774983300000,2026-03-31T18:55:00Z,candles,BTC-USDT-SWAP,1m,67761.8,67800,67758.2,67799.9,1003.84,10.0384,680361.04036
1774983360000,2026-03-31T18:56:00Z,candles,BTC-USDT-SWAP,1m,67800,67800,67770,67770,1456.49,14.5649,987247.32223
1774983420000,2026-03-31T18:57:00Z,candles,BTC-USDT-SWAP,1m,67770,67770,67696.8,67713,5939.41,59.3941,4021894.37115
1774983480000,2026-03-31T18:58:00Z,candles,BTC-USDT-SWAP,1m,67713.1,67752.5,67710.3,67752.5,3634.34,36.3434,2461532.92466
1774983540000,2026-03-31T18:59:00Z,candles,BTC-USDT-SWAP,1m,67752.6,67822.2,67752.6,67812.7,1195.54,11.9554,810513.18445
1774983600000,2026-03-31T19:00:00Z,candles,BTC-USDT-SWAP,1m,67812.8,67887.8,67812.8,67869.2,8127.63,81.2763,5515375.74272
1774983660000,2026-03-31T19:01:00Z,candles,BTC-USDT-SWAP,1m,67869.3,67911.1,67830.3,67830.3,6859.37,68.5937,4655632.9208
1774983720000,2026-03-31T19:02:00Z,candles,BTC-USDT-SWAP,1m,67830.3,67877.6,67806.4,67866.6,4942.55,49.4255,3353946.24433
1774983780000,2026-03-31T19:03:00Z,candles,BTC-USDT-SWAP,1m,67866.5,67911,67866.5,67906,2145.28,21.4528,1456567.33031
1774983840000,2026-03-31T19:04:00Z,candles,BTC-USDT-SWAP,1m,67906,67913.4,67886.8,67890.5,2783.32,27.8332,1889931.93946
1774983900000,2026-03-31T19:05:00Z,candles,BTC-USDT-SWAP,1m,67890.5,67890.6,67827.3,67841.5,4030.68,40.3068,2734771.46457
1774983960000,2026-03-31T19:06:00Z,candles,BTC-USDT-SWAP,1m,67841.6,67889.9,67827.3,67889.9,976.72,9.7672,662664.61442
1774984020000,2026-03-31T19:07:00Z,candles,BTC-USDT-SWAP,1m,67889.9,67940,67882.9,67939.9,3465.31,34.6531,2353481.17772
1774984080000,2026-03-31T19:08:00Z,candles,BTC-USDT-SWAP,1m,67939.9,67980.1,67854.5,67880.1,7417.9,74.179,5039905.28845
1774984140000,2026-03-31T19:09:00Z,candles,BTC-USDT-SWAP,1m,67880.2,67900,67812.1,67827.8,7654.94,76.5494,5192961.94618
1774984200000,2026-03-31T19:10:00Z,candles,BTC-USDT-SWAP,1m,67827.8,67971,67817.9,67945,6806.1,68.061,4621392.80385
1774984260000,2026-03-31T19:11:00Z,candles,BTC-USDT-SWAP,1m,67945.1,67993.8,67945,67981.3,7759.42,77.5942,5273846.31427
1774984320000,2026-03-31T19:12:00Z,candles,BTC-USDT-SWAP,1m,67981.3,67981.4,67921.5,67928.4,3765.11,37.6511,2558460.07988
1774984380000,2026-03-31T19:13:00Z,candles,BTC-USDT-SWAP,1m,67928.4,67974,67905.1,67970.9,2628.64,26.2864,1785853.2447
1774984440000,2026-03-31T19:14:00Z,candles,BTC-USDT-SWAP,1m,67970.9,67987.4,67955.7,67958.1,3221.23,32.2123,2189660.87915
1774984500000,2026-03-31T19:15:00Z,candles,BTC-USDT-SWAP,1m,67958.1,67998,67937.2,67944.9,3304.59,33.0459,2246076.6234
1774984560000,2026-03-31T19:16:00Z,candles,BTC-USDT-SWAP,1m,67944.9,67993.3,67925,67925,3630.85,36.3085,2467454.86743
1774984620000,2026-03-31T19:17:00Z,candles,BTC-USDT-SWAP,1m,67925,67949.2,67900,67903.5,6720.16,67.2016,4563914.46418
1774984680000,2026-03-31T19:18:00Z,candles,BTC-USDT-SWAP,1m,67903.5,67924.9,67850.3,67903,4122.65,41.2265,2798142.74108
1774984740000,2026-03-31T19:19:00Z,candles,BTC-USDT-SWAP,1m,67903.1,67903.1,67875.4,67892,1195,11.95,811315.13358
1774984800000,2026-03-31T19:20:00Z,candles,BTC-USDT-SWAP,1m,67891.9,67898.3,67823.6,67853.2,9274.81,92.7481,6294047.45105
1774984860000,2026-03-31T19:21:00Z,candles,BTC-USDT-SWAP,1m,67853.1,67898.3,67845,67883.5,2780,27.8,1887023.22961
1774984920000,2026-03-31T19:22:00Z,candles,BTC-USDT-SWAP,1m,67883.5,67924.9,67883.5,67894.1,2389.59,23.8959,1622615.00487
